opportunity_id,account_id,opportunity_name,stage,amount,close_date,type,owner,created_at
OPP-REN-422,ACC-422,BluePeakLogistics Group 422 - Annual Renewal,negotiation,38499.45,2025-08-22,renewal,Ana Rodriguez,2025-05-27T14:00:00
OPP-REN-423,ACC-423,ClearPathLogistics Group 423 - Annual Renewal,negotiation,58978.55,2025-09-22,renewal,Marcus Johnson,2025-04-27T14:00:00
OPP-REN-424,ACC-424,EvergreenLogistics Group 424 - Annual Renewal,qualification,8232.22,2025-10-13,renewal,Marcus Johnson,2025-05-15T14:00:00
OPP-REN-426,ACC-426,KeystoneLogistics Group 426 - Annual Renewal,negotiation,359776.05,2025-09-29,renewal,Marcus Johnson,2025-05-29T14:00:00
OPP-REN-427,ACC-427,SummitLogistics Group 427 - Annual Renewal,qualification,333403.17,2025-12-07,renewal,James Wilson,2025-06-15T14:00:00
OPP-REN-428,ACC-428,RiverbendLogistics Group 428 - Annual Renewal,negotiation,164871.69,2025-08-17,renewal,Priya Patel,2025-04-23T14:00:00
OPP-REN-429,ACC-429,IroncladLogistics Group 429 - Annual Renewal,proposal,658680.27,2025-12-18,renewal,James Wilson,2025-06-22T14:00:00
OPP-REN-430,ACC-430,BrightForgeLogistics Group 430 - Annual Renewal,qualification,149821.53,2025-12-09,renewal,James Wilson,2025-04-18T14:00:00
OPP-REN-431,ACC-431,CoreSignalLogistics Group 431 - Annual Renewal,negotiation,184755.11,2025-07-28,renewal,Marcus Johnson,2025-06-10T14:00:00
OPP-EXP-431,ACC-431,CoreSignalLogistics Group 431 - Usage Expansion,prospecting,115851.67,2025-09-03,expansion,Marcus Johnson,2025-06-27T14:00:00
OPP-REN-432,ACC-432,TrueNorthLogistics Group 432 - Annual Renewal,negotiation,197418.04,2025-12-29,renewal,Sarah Chen,2025-06-18T14:00:00
OPP-REN-433,ACC-433,NorthstarAnalytics Technologies 433 - Annual Renewal,qualification,106397.71,2025-12-08,renewal,Ana Rodriguez,2025-04-16T14:00:00
OPP-REN-434,ACC-434,BluePeakAnalytics Technologies 434 - Annual Renewal,qualification,38698.2,2025-07-25,renewal,Ana Rodriguez,2025-06-04T14:00:00
OPP-REN-435,ACC-435,ClearPathAnalytics Technologies 435 - Annual Renewal,negotiation,607243.0,2025-12-10,renewal,James Wilson,2025-04-12T14:00:00
OPP-EXP-435,ACC-435,ClearPathAnalytics Technologies 435 - Usage Expansion,closed_lost,238607.93,2025-09-10,expansion,James Wilson,2025-05-31T14:00:00
OPP-REN-436,ACC-436,EvergreenAnalytics Technologies 436 - Annual Renewal,negotiation,471573.84,2025-11-07,renewal,Sarah Chen,2025-05-21T14:00:00
OPP-REN-437,ACC-437,SilverlineAnalytics Technologies 437 - Annual Renewal,negotiation,23416.7,2025-12-25,renewal,James Wilson,2025-06-06T14:00:00
OPP-REN-438,ACC-438,KeystoneAnalytics Technologies 438 - Annual Renewal,qualification,161752.65,2025-10-12,renewal,Priya Patel,2025-06-19T14:00:00
OPP-REN-439,ACC-439,SummitAnalytics Technologies 439 - Annual Renewal,proposal,181507.74,2025-12-14,renewal,Marcus Johnson,2025-04-27T14:00:00
OPP-EXP-439,ACC-439,SummitAnalytics Technologies 439 - Usage Expansion,qualification,142958.31,2025-10-01,expansion,Marcus Johnson,2025-06-28T14:00:00
OPP-REN-440,ACC-440,RiverbendAnalytics Technologies 440 - Annual Renewal,qualification,352264.43,2025-12-14,renewal,Sarah Chen,2025-05-06T14:00:00
OPP-REN-441,ACC-441,IroncladAnalytics Technologies 441 - Annual Renewal,proposal,10346.65,2025-12-30,renewal,Sarah Chen,2025-06-28T14:00:00
OPP-EXP-441,ACC-441,IroncladAnalytics Technologies 441 - Usage Expansion,qualification,6356.87,2025-08-27,expansion,Sarah Chen,2025-06-18T14:00:00
OPP-REN-442,ACC-442,BrightForgeAnalytics Technologies 442 - Annual Renewal,negotiation,247714.43,2025-12-07,renewal,James Wilson,2025-05-16T14:00:00
OPP-REN-443,ACC-443,CoreSignalAnalytics Technologies 443 - Annual Renewal,negotiation,205246.48,2025-08-19,renewal,James Wilson,2025-05-20T14:00:00
OPP-EXP-443,ACC-443,CoreSignalAnalytics Technologies 443 - Usage Expansion,closed_lost,51652.17,2025-11-28,expansion,James Wilson,2025-07-03T14:00:00
OPP-REN-444,ACC-444,TrueNorthAnalytics Technologies 444 - Annual Renewal,negotiation,159799.07,2025-12-04,renewal,Ana Rodriguez,2025-04-21T14:00:00
OPP-REN-445,ACC-445,NorthstarCloud Technologies 445 - Annual Renewal,proposal,63116.7,2025-12-27,renewal,Ana Rodriguez,2025-04-14T14:00:00
OPP-EXP-445,ACC-445,NorthstarCloud Technologies 445 - Usage Expansion,qualification,12913.81,2025-11-28,expansion,Ana Rodriguez,2025-06-13T14:00:00
OPP-REN-446,ACC-446,BluePeakCloud Technologies 446 - Annual Renewal,qualification,669362.19,2026-01-05,renewal,Sarah Chen,2025-05-20T14:00:00
OPP-REN-447,ACC-447,ClearPathCloud Technologies 447 - Annual Renewal,negotiation,169998.73,2025-11-06,renewal,James Wilson,2025-06-23T14:00:00
OPP-EXP-447,ACC-447,ClearPathCloud Technologies 447 - Usage Expansion,qualification,45194.61,2025-11-12,expansion,James Wilson,2025-06-27T14:00:00
OPP-REN-448,ACC-448,EvergreenCloud Technologies 448 - Annual Renewal,negotiation,16415.41,2025-12-11,renewal,Marcus Johnson,2025-05-07T14:00:00
OPP-REN-449,ACC-449,SilverlineCloud Technologies 449 - Annual Renewal,proposal,32650.81,2025-12-27,renewal,Sarah Chen,2025-04-14T14:00:00
OPP-REN-450,ACC-450,KeystoneCloud Technologies 450 - Annual Renewal,negotiation,199308.68,2025-12-10,renewal,Sarah Chen,2025-06-27T14:00:00
OPP-REN-451,ACC-451,SummitCloud Technologies 451 - Annual Renewal,proposal,476972.07,2025-09-27,renewal,James Wilson,2025-05-02T14:00:00
OPP-REN-452,ACC-452,RiverbendCloud Technologies 452 - Annual Renewal,proposal,50664.39,2025-11-12,renewal,Sarah Chen,2025-06-13T14:00:00
OPP-EXP-452,ACC-452,RiverbendCloud Technologies 452 - Usage Expansion,proposal,36255.37,2025-11-09,expansion,Sarah Chen,2025-06-05T14:00:00
OPP-REN-453,ACC-453,IroncladCloud Technologies 453 - Annual Renewal,negotiation,288634.61,2025-07-29,renewal,Sarah Chen,2025-06-12T14:00:00
OPP-REN-454,ACC-454,BrightForgeCloud Technologies 454 - Annual Renewal,qualification,15961.49,2025-08-21,renewal,Ana Rodriguez,2025-05-11T14:00:00
OPP-REN-455,ACC-455,CoreSignalCloud Technologies 455 - Annual Renewal,negotiation,99078.39,2025-08-23,renewal,Priya Patel,2025-05-12T14:00:00
OPP-REN-456,ACC-456,TrueNorthCloud Technologies 456 - Annual Renewal,negotiation,115613.72,2025-10-02,renewal,Priya Patel,2025-06-19T14:00:00
OPP-REN-457,ACC-457,NorthstarData Technologies 457 - Annual Renewal,negotiation,37910.27,2025-10-16,renewal,James Wilson,2025-04-25T14:00:00
OPP-EXP-457,ACC-457,NorthstarData Technologies 457 - Usage Expansion,proposal,29256.65,2025-09-22,expansion,James Wilson,2025-06-06T14:00:00
OPP-REN-458,ACC-458,BluePeakData Technologies 458 - Annual Renewal,qualification,352207.41,2025-12-11,renewal,James Wilson,2025-05-31T14:00:00
OPP-REN-459,ACC-459,ClearPathData Technologies 459 - Annual Renewal,negotiation,114670.13,2025-09-01,renewal,Priya Patel,2025-06-26T14:00:00
OPP-REN-460,ACC-460,EvergreenData Technologies 460 - Annual Renewal,negotiation,126286.35,2025-07-25,renewal,Marcus Johnson,2025-06-29T14:00:00
OPP-REN-461,ACC-461,SilverlineData Technologies 461 - Annual Renewal,negotiation,411512.58,2025-11-24,renewal,Sarah Chen,2025-05-28T14:00:00
OPP-REN-462,ACC-462,KeystoneData Technologies 462 - Annual Renewal,negotiation,26947.75,2025-08-25,renewal,James Wilson,2025-04-11T14:00:00
OPP-REN-463,ACC-463,SummitData Technologies 463 - Annual Renewal,negotiation,503352.93,2025-10-12,renewal,James Wilson,2025-04-23T14:00:00
OPP-EXP-463,ACC-463,SummitData Technologies 463 - Usage Expansion,qualification,383183.15,2025-12-05,expansion,James Wilson,2025-07-02T14:00:00
OPP-REN-464,ACC-464,RiverbendData Technologies 464 - Annual Renewal,proposal,189634.32,2025-09-26,renewal,Sarah Chen,2025-05-08T14:00:00
OPP-REN-465,ACC-465,IroncladData Technologies 465 - Annual Renewal,proposal,149320.12,2025-08-17,renewal,Sarah Chen,2025-06-16T14:00:00
OPP-REN-466,ACC-466,BrightForgeData Technologies 466 - Annual Renewal,negotiation,170926.33,2025-12-04,renewal,Ana Rodriguez,2025-05-08T14:00:00
OPP-EXP-466,ACC-466,BrightForgeData Technologies 466 - Usage Expansion,closed_lost,79964.68,2025-10-27,expansion,Ana Rodriguez,2025-06-29T14:00:00
OPP-REN-467,ACC-467,CoreSignalData Technologies 467 - Annual Renewal,negotiation,633516.41,2025-09-28,renewal,Priya Patel,2025-05-29T14:00:00
OPP-REN-468,ACC-468,TrueNorthData Technologies 468 - Annual Renewal,negotiation,40710.64,2025-10-24,renewal,James Wilson,2025-06-13T14:00:00
OPP-REN-469,ACC-469,NorthstarMetrics Technologies 469 - Annual Renewal,proposal,78403.34,2025-08-30,renewal,Marcus Johnson,2025-06-27T14:00:00
OPP-REN-470,ACC-470,BluePeakMetrics Technologies 470 - Annual Renewal,proposal,109757.79,2025-11-16,renewal,Ana Rodriguez,2025-06-13T14:00:00
OPP-REN-471,ACC-471,ClearPathMetrics Technologies 471 - Annual Renewal,qualification,133281.34,2025-11-27,renewal,James Wilson,2025-04-25T14:00:00
OPP-REN-472,ACC-472,EvergreenMetrics Technologies 472 - Annual Renewal,qualification,32562.06,2025-12-01,renewal,Marcus Johnson,2025-05-21T14:00:00
OPP-REN-473,ACC-473,SilverlineMetrics Technologies 473 - Annual Renewal,proposal,142129.4,2025-11-16,renewal,Marcus Johnson,2025-05-05T14:00:00
OPP-REN-474,ACC-474,KeystoneMetrics Technologies 474 - Annual Renewal,proposal,647379.13,2025-11-24,renewal,Ana Rodriguez,2025-05-21T14:00:00
OPP-REN-475,ACC-475,SummitMetrics Technologies 475 - Annual Renewal,proposal,344932.64,2025-12-15,renewal,James Wilson,2025-04-11T14:00:00
OPP-REN-476,ACC-476,RiverbendMetrics Technologies 476 - Annual Renewal,proposal,140014.37,2025-08-24,renewal,Priya Patel,2025-06-17T14:00:00
OPP-REN-477,ACC-477,IroncladMetrics Technologies 477 - Annual Renewal,negotiation,40861.28,2025-11-19,renewal,James Wilson,2025-05-23T14:00:00
OPP-REN-479,ACC-479,CoreSignalMetrics Technologies 479 - Annual Renewal,negotiation,25814.11,2025-11-04,renewal,Sarah Chen,2025-06-28T14:00:00
OPP-REN-480,ACC-480,TrueNorthMetrics Technologies 480 - Annual Renewal,negotiation,495350.82,2025-12-27,renewal,Sarah Chen,2025-06-01T14:00:00
OPP-REN-481,ACC-481,NorthstarOps Technologies 481 - Annual Renewal,qualification,408004.83,2025-10-17,renewal,Sarah Chen,2025-06-13T14:00:00
OPP-REN-482,ACC-482,BluePeakOps Technologies 482 - Annual Renewal,qualification,488259.68,2025-10-28,renewal,James Wilson,2025-06-10T14:00:00
OPP-EXP-482,ACC-482,BluePeakOps Technologies 482 - Usage Expansion,proposal,337726.48,2025-08-23,expansion,James Wilson,2025-06-22T14:00:00
OPP-REN-483,ACC-483,ClearPathOps Technologies 483 - Annual Renewal,negotiation,455821.78,2025-11-19,renewal,Sarah Chen,2025-06-13T14:00:00
OPP-EXP-483,ACC-483,ClearPathOps Technologies 483 - Usage Expansion,closed_lost,201898.93,2025-11-02,expansion,Sarah Chen,2025-06-05T14:00:00
OPP-REN-484,ACC-484,EvergreenOps Technologies 484 - Annual Renewal,qualification,137361.38,2025-10-17,renewal,Priya Patel,2025-04-23T14:00:00
OPP-EXP-484,ACC-484,EvergreenOps Technologies 484 - Usage Expansion,proposal,86194.48,2025-07-30,expansion,Priya Patel,2025-06-30T14:00:00
OPP-REN-485,ACC-485,SilverlineOps Technologies 485 - Annual Renewal,negotiation,30917.12,2025-08-12,renewal,Sarah Chen,2025-06-02T14:00:00
OPP-EXP-485,ACC-485,SilverlineOps Technologies 485 - Usage Expansion,closed_lost,9997.88,2025-08-23,expansion,Sarah Chen,2025-06-09T14:00:00
OPP-REN-486,ACC-486,KeystoneOps Technologies 486 - Annual Renewal,proposal,275966.03,2025-12-20,renewal,Ana Rodriguez,2025-05-28T14:00:00
OPP-EXP-486,ACC-486,KeystoneOps Technologies 486 - Usage Expansion,closed_lost,167059.5,2025-07-30,expansion,Ana Rodriguez,2025-06-07T14:00:00
OPP-REN-487,ACC-487,SummitOps Technologies 487 - Annual Renewal,proposal,183498.67,2025-12-12,renewal,Sarah Chen,2025-06-05T14:00:00
OPP-REN-488,ACC-488,RiverbendOps Technologies 488 - Annual Renewal,proposal,85291.01,2025-11-04,renewal,Marcus Johnson,2025-04-25T14:00:00
OPP-REN-489,ACC-489,IroncladOps Technologies 489 - Annual Renewal,proposal,10740.98,2025-08-23,renewal,Sarah Chen,2025-04-16T14:00:00
OPP-REN-490,ACC-490,BrightForgeOps Technologies 490 - Annual Renewal,qualification,126728.91,2025-09-10,renewal,Sarah Chen,2025-06-22T14:00:00
OPP-EXP-490,ACC-490,BrightForgeOps Technologies 490 - Usage Expansion,closed_lost,49318.67,2025-08-31,expansion,Sarah Chen,2025-05-31T14:00:00
OPP-REN-491,ACC-491,CoreSignalOps Technologies 491 - Annual Renewal,proposal,119235.92,2025-08-30,renewal,Priya Patel,2025-04-25T14:00:00
OPP-EXP-491,ACC-491,CoreSignalOps Technologies 491 - Usage Expansion,qualification,49880.41,2025-09-01,expansion,Priya Patel,2025-05-31T14:00:00
OPP-REN-492,ACC-492,TrueNorthOps Technologies 492 - Annual Renewal,negotiation,39251.18,2025-08-19,renewal,Marcus Johnson,2025-06-15T14:00:00
OPP-EXP-492,ACC-492,TrueNorthOps Technologies 492 - Usage Expansion,closed_lost,10808.35,2025-09-10,expansion,Marcus Johnson,2025-06-23T14:00:00
OPP-REN-493,ACC-493,NorthstarRevenue Technologies 493 - Annual Renewal,proposal,642079.63,2025-12-14,renewal,Priya Patel,2025-05-18T14:00:00
OPP-REN-494,ACC-494,BluePeakRevenue Technologies 494 - Annual Renewal,negotiation,73925.1,2025-11-17,renewal,Priya Patel,2025-06-21T14:00:00
OPP-REN-495,ACC-495,ClearPathRevenue Technologies 495 - Annual Renewal,proposal,33576.65,2025-09-29,renewal,Sarah Chen,2025-05-31T14:00:00
OPP-REN-496,ACC-496,EvergreenRevenue Technologies 496 - Annual Renewal,negotiation,142871.87,2025-09-27,renewal,James Wilson,2025-05-27T14:00:00
OPP-EXP-496,ACC-496,EvergreenRevenue Technologies 496 - Usage Expansion,qualification,31016.53,2025-11-10,expansion,James Wilson,2025-06-12T14:00:00
OPP-REN-497,ACC-497,SilverlineRevenue Technologies 497 - Annual Renewal,qualification,549872.59,2025-11-05,renewal,Sarah Chen,2025-05-03T14:00:00
OPP-EXP-497,ACC-497,SilverlineRevenue Technologies 497 - Usage Expansion,proposal,414857.08,2025-08-06,expansion,Sarah Chen,2025-06-01T14:00:00
OPP-REN-498,ACC-498,KeystoneRevenue Technologies 498 - Annual Renewal,qualification,9825.68,2025-08-14,renewal,Marcus Johnson,2025-06-26T14:00:00
OPP-REN-499,ACC-499,SummitRevenue Technologies 499 - Annual Renewal,negotiation,151268.01,2025-12-26,renewal,Ana Rodriguez,2025-05-10T14:00:00
OPP-REN-500,ACC-500,RiverbendRevenue Technologies 500 - Annual Renewal,negotiation,154873.88,2025-08-03,renewal,James Wilson,2025-06-25T14:00:00
OPP-EXP-500,ACC-500,RiverbendRevenue Technologies 500 - Usage Expansion,closed_lost,131147.85,2025-10-13,expansion,James Wilson,2025-06-07T14:00:00
OPP-REN-501,ACC-501,IroncladRevenue Technologies 501 - Annual Renewal,qualification,209523.43,2025-10-20,renewal,James Wilson,2025-06-30T14:00:00
OPP-REN-502,ACC-502,BrightForgeRevenue Technologies 502 - Annual Renewal,proposal,109652.94,2025-08-14,renewal,Ana Rodriguez,2025-06-23T14:00:00
OPP-EXP-502,ACC-502,BrightForgeRevenue Technologies 502 - Usage Expansion,closed_lost,62079.95,2025-09-16,expansion,Ana Rodriguez,2025-06-13T14:00:00
OPP-REN-503,ACC-503,CoreSignalRevenue Technologies 503 - Annual Renewal,negotiation,216753.34,2025-10-07,renewal,Priya Patel,2025-06-07T14:00:00
OPP-REN-504,ACC-504,TrueNorthRevenue Technologies 504 - Annual Renewal,proposal,154834.36,2025-08-25,renewal,James Wilson,2025-05-13T14:00:00
OPP-REN-505,ACC-505,NorthstarWorkflow Technologies 505 - Annual Renewal,proposal,182597.61,2025-12-14,renewal,Priya Patel,2025-05-03T14:00:00
OPP-EXP-505,ACC-505,NorthstarWorkflow Technologies 505 - Usage Expansion,closed_lost,32881.97,2025-11-12,expansion,Priya Patel,2025-06-26T14:00:00
OPP-REN-506,ACC-506,BluePeakWorkflow Technologies 506 - Annual Renewal,proposal,60197.19,2025-10-10,renewal,Sarah Chen,2025-06-07T14:00:00
OPP-EXP-506,ACC-506,BluePeakWorkflow Technologies 506 - Usage Expansion,prospecting,22810.02,2025-09-09,expansion,Sarah Chen,2025-06-15T14:00:00
OPP-REN-507,ACC-507,ClearPathWorkflow Technologies 507 - Annual Renewal,negotiation,140743.72,2025-12-23,renewal,James Wilson,2025-05-22T14:00:00
OPP-REN-508,ACC-508,EvergreenWorkflow Technologies 508 - Annual Renewal,qualification,457109.9,2026-01-01,renewal,Ana Rodriguez,2025-06-04T14:00:00
OPP-REN-509,ACC-509,SilverlineWorkflow Technologies 509 - Annual Renewal,proposal,110572.35,2025-09-24,renewal,Priya Patel,2025-05-29T14:00:00
OPP-REN-510,ACC-510,KeystoneWorkflow Technologies 510 - Annual Renewal,qualification,171022.2,2025-11-04,renewal,Ana Rodriguez,2025-05-05T14:00:00
OPP-REN-511,ACC-511,SummitWorkflow Technologies 511 - Annual Renewal,negotiation,163986.25,2025-10-12,renewal,Marcus Johnson,2025-05-17T14:00:00
OPP-EXP-511,ACC-511,SummitWorkflow Technologies 511 - Usage Expansion,qualification,63352.0,2025-09-06,expansion,Marcus Johnson,2025-06-03T14:00:00
OPP-REN-512,ACC-512,RiverbendWorkflow Technologies 512 - Annual Renewal,negotiation,129776.06,2025-08-01,renewal,Sarah Chen,2025-06-28T14:00:00
OPP-EXP-512,ACC-512,RiverbendWorkflow Technologies 512 - Usage Expansion,qualification,63382.19,2025-10-15,expansion,Sarah Chen,2025-06-10T14:00:00
OPP-REN-513,ACC-513,IroncladWorkflow Technologies 513 - Annual Renewal,proposal,329876.13,2025-10-19,renewal,Sarah Chen,2025-04-30T14:00:00
OPP-EXP-513,ACC-513,IroncladWorkflow Technologies 513 - Usage Expansion,prospecting,221161.43,2025-08-06,expansion,Sarah Chen,2025-06-21T14:00:00
OPP-REN-514,ACC-514,BrightForgeWorkflow Technologies 514 - Annual Renewal,proposal,32510.58,2025-08-12,renewal,Ana Rodriguez,2025-04-18T14:00:00
OPP-REN-515,ACC-515,CoreSignalWorkflow Technologies 515 - Annual Renewal,proposal,66117.14,2025-10-01,renewal,Sarah Chen,2025-06-08T14:00:00
OPP-EXP-515,ACC-515,CoreSignalWorkflow Technologies 515 - Usage Expansion,qualification,42788.72,2025-07-30,expansion,Sarah Chen,2025-06-30T14:00:00
OPP-REN-516,ACC-516,TrueNorthWorkflow Technologies 516 - Annual Renewal,proposal,20916.26,2025-08-08,renewal,James Wilson,2025-05-10T14:00:00
OPP-REN-517,ACC-517,NorthstarAutomation Technologies 517 - Annual Renewal,proposal,37223.29,2025-11-12,renewal,Priya Patel,2025-05-03T14:00:00
OPP-REN-518,ACC-518,BluePeakAutomation Technologies 518 - Annual Renewal,qualification,14828.95,2025-10-29,renewal,Marcus Johnson,2025-04-24T14:00:00
OPP-REN-519,ACC-519,ClearPathAutomation Technologies 519 - Annual Renewal,qualification,527478.88,2025-09-21,renewal,James Wilson,2025-05-13T14:00:00
OPP-EXP-519,ACC-519,ClearPathAutomation Technologies 519 - Usage Expansion,prospecting,246452.75,2025-08-27,expansion,James Wilson,2025-05-27T14:00:00
OPP-REN-520,ACC-520,EvergreenAutomation Technologies 520 - Annual Renewal,qualification,368027.65,2025-11-28,renewal,James Wilson,2025-05-12T14:00:00
OPP-REN-521,ACC-521,SilverlineAutomation Technologies 521 - Annual Renewal,proposal,14793.2,2025-11-30,renewal,Ana Rodriguez,2025-06-24T14:00:00
OPP-REN-522,ACC-522,KeystoneAutomation Technologies 522 - Annual Renewal,qualification,168089.34,2025-08-25,renewal,James Wilson,2025-06-06T14:00:00
OPP-REN-523,ACC-523,SummitAutomation Technologies 523 - Annual Renewal,negotiation,187775.87,2025-10-08,renewal,James Wilson,2025-05-27T14:00:00
OPP-REN-524,ACC-524,RiverbendAutomation Technologies 524 - Annual Renewal,proposal,85079.77,2025-09-06,renewal,Marcus Johnson,2025-06-10T14:00:00
OPP-REN-525,ACC-525,IroncladAutomation Technologies 525 - Annual Renewal,negotiation,121933.88,2025-08-17,renewal,Ana Rodriguez,2025-05-09T14:00:00
OPP-REN-526,ACC-526,BrightForgeAutomation Technologies 526 - Annual Renewal,proposal,132177.05,2025-08-07,renewal,James Wilson,2025-05-18T14:00:00
OPP-REN-527,ACC-527,CoreSignalAutomation Technologies 527 - Annual Renewal,negotiation,20224.0,2025-09-25,renewal,Sarah Chen,2025-04-30T14:00:00
OPP-REN-528,ACC-528,TrueNorthAutomation Technologies 528 - Annual Renewal,negotiation,263169.25,2025-10-11,renewal,Ana Rodriguez,2025-05-19T14:00:00
OPP-EXP-528,ACC-528,TrueNorthAutomation Technologies 528 - Usage Expansion,proposal,47853.51,2025-11-05,expansion,Ana Rodriguez,2025-06-17T14:00:00
OPP-REN-529,ACC-529,NorthstarSecurity Technologies 529 - Annual Renewal,negotiation,31034.04,2025-08-29,renewal,Priya Patel,2025-06-05T14:00:00
OPP-EXP-529,ACC-529,NorthstarSecurity Technologies 529 - Usage Expansion,qualification,13386.05,2025-10-20,expansion,Priya Patel,2025-06-20T14:00:00
OPP-REN-530,ACC-530,BluePeakSecurity Technologies 530 - Annual Renewal,proposal,309369.19,2025-12-02,renewal,Ana Rodriguez,2025-04-25T14:00:00
OPP-REN-532,ACC-532,EvergreenSecurity Technologies 532 - Annual Renewal,proposal,162960.88,2025-12-06,renewal,Ana Rodriguez,2025-05-15T14:00:00
OPP-REN-533,ACC-533,SilverlineSecurity Technologies 533 - Annual Renewal,proposal,24414.22,2025-08-14,renewal,James Wilson,2025-05-14T14:00:00
OPP-REN-534,ACC-534,KeystoneSecurity Technologies 534 - Annual Renewal,negotiation,32825.12,2025-08-13,renewal,Priya Patel,2025-05-07T14:00:00
OPP-EXP-534,ACC-534,KeystoneSecurity Technologies 534 - Usage Expansion,prospecting,12457.1,2025-12-05,expansion,Priya Patel,2025-06-02T14:00:00
OPP-REN-535,ACC-535,SummitSecurity Technologies 535 - Annual Renewal,proposal,25717.9,2025-12-08,renewal,James Wilson,2025-05-31T14:00:00
OPP-REN-536,ACC-536,RiverbendSecurity Technologies 536 - Annual Renewal,qualification,122535.6,2025-08-01,renewal,Sarah Chen,2025-05-10T14:00:00
OPP-REN-537,ACC-537,IroncladSecurity Technologies 537 - Annual Renewal,proposal,11912.9,2025-08-04,renewal,Sarah Chen,2025-05-21T14:00:00
OPP-EXP-537,ACC-537,IroncladSecurity Technologies 537 - Usage Expansion,qualification,8711.32,2025-09-17,expansion,Sarah Chen,2025-06-12T14:00:00
OPP-REN-538,ACC-538,BrightForgeSecurity Technologies 538 - Annual Renewal,qualification,267226.62,2025-12-03,renewal,Marcus Johnson,2025-06-09T14:00:00
OPP-REN-539,ACC-539,CoreSignalSecurity Technologies 539 - Annual Renewal,negotiation,124245.64,2025-08-21,renewal,James Wilson,2025-06-13T14:00:00
OPP-REN-540,ACC-540,TrueNorthSecurity Technologies 540 - Annual Renewal,negotiation,118919.93,2025-09-09,renewal,Sarah Chen,2025-04-13T14:00:00
OPP-EXP-540,ACC-540,TrueNorthSecurity Technologies 540 - Usage Expansion,closed_lost,48007.53,2025-10-04,expansion,Sarah Chen,2025-06-16T14:00:00
OPP-REN-541,ACC-541,NorthstarCommerce Technologies 541 - Annual Renewal,qualification,118460.41,2025-07-29,renewal,Sarah Chen,2025-05-19T14:00:00
OPP-REN-542,ACC-542,BluePeakCommerce Technologies 542 - Annual Renewal,qualification,531879.87,2025-11-08,renewal,Sarah Chen,2025-06-11T14:00:00
OPP-REN-543,ACC-543,ClearPathCommerce Technologies 543 - Annual Renewal,proposal,26254.23,2025-10-15,renewal,Priya Patel,2025-06-18T14:00:00
OPP-REN-544,ACC-544,EvergreenCommerce Technologies 544 - Annual Renewal,proposal,515350.71,2025-09-15,renewal,James Wilson,2025-04-21T14:00:00
OPP-REN-545,ACC-545,SilverlineCommerce Technologies 545 - Annual Renewal,negotiation,111177.79,2025-12-11,renewal,James Wilson,2025-05-18T14:00:00
OPP-REN-546,ACC-546,KeystoneCommerce Technologies 546 - Annual Renewal,proposal,192502.17,2025-12-11,renewal,Ana Rodriguez,2025-05-11T14:00:00
OPP-REN-547,ACC-547,SummitCommerce Technologies 547 - Annual Renewal,negotiation,184509.18,2026-01-04,renewal,Ana Rodriguez,2025-06-22T14:00:00
OPP-REN-548,ACC-548,RiverbendCommerce Technologies 548 - Annual Renewal,proposal,97747.06,2025-09-21,renewal,Marcus Johnson,2025-05-15T14:00:00
OPP-REN-549,ACC-549,IroncladCommerce Technologies 549 - Annual Renewal,qualification,526718.27,2025-09-21,renewal,Ana Rodriguez,2025-06-26T14:00:00
OPP-REN-550,ACC-550,BrightForgeCommerce Technologies 550 - Annual Renewal,proposal,144315.48,2025-09-08,renewal,James Wilson,2025-06-01T14:00:00
OPP-REN-551,ACC-551,CoreSignalCommerce Technologies 551 - Annual Renewal,negotiation,165431.06,2025-09-02,renewal,Marcus Johnson,2025-06-25T14:00:00
OPP-EXP-551,ACC-551,CoreSignalCommerce Technologies 551 - Usage Expansion,closed_lost,101605.19,2025-11-23,expansion,Marcus Johnson,2025-06-16T14:00:00
OPP-REN-552,ACC-552,TrueNorthCommerce Technologies 552 - Annual Renewal,negotiation,66972.78,2025-10-28,renewal,Priya Patel,2025-05-04T14:00:00
OPP-REN-553,ACC-553,NorthstarHealth Technologies 553 - Annual Renewal,qualification,359519.59,2025-09-06,renewal,Sarah Chen,2025-05-03T14:00:00
OPP-REN-554,ACC-554,BluePeakHealth Technologies 554 - Annual Renewal,qualification,371972.09,2025-08-17,renewal,Ana Rodriguez,2025-05-30T14:00:00
OPP-REN-555,ACC-555,ClearPathHealth Technologies 555 - Annual Renewal,proposal,163876.01,2025-09-21,renewal,James Wilson,2025-06-21T14:00:00
OPP-EXP-555,ACC-555,ClearPathHealth Technologies 555 - Usage Expansion,closed_lost,46573.31,2025-12-05,expansion,James Wilson,2025-06-25T14:00:00
OPP-REN-556,ACC-556,EvergreenHealth Technologies 556 - Annual Renewal,negotiation,462698.9,2025-11-08,renewal,Marcus Johnson,2025-06-29T14:00:00
OPP-EXP-556,ACC-556,EvergreenHealth Technologies 556 - Usage Expansion,proposal,163653.96,2025-11-26,expansion,Marcus Johnson,2025-06-27T14:00:00
OPP-REN-557,ACC-557,SilverlineHealth Technologies 557 - Annual Renewal,qualification,448804.31,2025-09-01,renewal,Marcus Johnson,2025-05-03T14:00:00
OPP-EXP-557,ACC-557,SilverlineHealth Technologies 557 - Usage Expansion,closed_lost,128115.17,2025-11-03,expansion,Marcus Johnson,2025-06-22T14:00:00
